id,type,timestamp,message,agency,DPA,county,OES region,lat/lon,pushed/reason,modeler,"notes (fire name, other)",Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
1899259725,PulsePoint,2024-07-15 00:31,"LAC, E SKYLINE DR & S TURNBULL CANYON RD, HACIENDA HEIGHTS",LAC,STATE,Los Angeles,1.0,"33.995180000000005, -118.00162999999999",,,,,,,,,,,,,,,,,
7961145d-fe7d-4745-9049-9f6e109adac6,IRWIN,2024-07-15 00:39,"MRG, HALE IC Santa Clara",MRG,LOCAL,Santa Clara,2.0,"37.1514719448592, -121.672546032045",,,,,,,,,,,,,,,,,
dbd4b166-d2cf-4b2c-8242-1b978ed6196f,IRWIN,2024-07-15 00:47,"MRD, VOLTA RD / HWY 152  W IC Merced",MRD,LOCAL,Merced,5.0,"37.042081987241, -120.926940904862",,,,,,,,,,,,,,,,,
2d72d6af-82a8-4e48-8e56-6a92f44582c1,IRWIN,2024-07-15 01:21,"MDC, HWY 99 N ON RAMP  / SHANKS RD OFF RAMP IC Madera",MDC,LOCAL,Madera,5.0,"36.9295370390073, -120.027459750142",,,,,,,,,,,,,,,,,
cc71b962-6fb1-474d-8b5e-39003f8d38b5,IRWIN,2024-07-15 02:40,"MRD, CAMPUS PKWY / SOUTH BEAR CREEK DR E IC Merced",MRD,LOCAL,Merced,5.0,"37.3104390469342, -120.423207854735",,,,,,,,,,,,,,,,,
ID-2024-07-15T10:01:30Z_0022,NGFS,2024-07-15 03:05,"Kern County, CA",KRN,STATE,Kern,5.0,"35.002189429153816, -118.33174931818162",,,,,,,,,,,,,,,,,
76fb6562-103d-4e41-9b2b-b0a7158494f0,IRWIN,2024-07-15 03:10,"BDF, BEAR IC San Bernardino",BDF,FEDERAL,San Bernardino,6.0,"34.092978928899, -117.03443198421",,,,,,,,,,,,,,,,,
44260ece-9d6f-452d-92bd-cf15023d9bb0,IRWIN,2024-07-15 04:31,"HIA, Legion IC Humboldt",HIA,FEDERAL,Humboldt,2.0,"41.0783383897301, -123.695013842701",,,,,,,,,,,,,,,,,
d4c45f42-0f59-4cd0-8cf0-46b02b29cda3,IRWIN,2024-07-15 04:33,"HIA, Stick Field 2 IC Humboldt",HIA,FEDERAL,Humboldt,2.0,"41.0636161892653, -123.688902739587",,,,,,,,,,,,,,,,,
16e9b85c-0c72-4e32-8793-21116685cee6,IRWIN,2024-07-15 04:36,"HIA, Marshall 1 IC Humboldt",HIA,FEDERAL,Humboldt,2.0,"41.0777828905349, -123.685291641205",,,,,,,,,,,,,,,,,
df58b0e5-1d2f-4f40-b11d-5526fb7b2147,IRWIN,2024-07-15 04:38,"HIA, Marshall 2 IC Humboldt",HIA,FEDERAL,Humboldt,2.0,"41.0800050904684, -123.687791641904",,,,,,,,,,,,,,,,,
b02942fd-0fcf-46c6-b603-5f0464ad46d4,IRWIN,2024-07-15 04:39,"HIA, Marshall 3 IC Humboldt",HIA,FEDERAL,Humboldt,2.0,"41.0755606903848, -123.685291640868",,,,,,,,,,,,,,,,,
837c03fb-146d-4545-907d-362a6af6f636,IRWIN,2024-07-15 04:48,"HIA, River Road 4 IC Humboldt",HIA,FEDERAL,Humboldt,2.0,"41.0588939894512, -123.683069438026",,,,,,,,,,,,,,,,,
4f3b4e78-881c-44ec-a7de-556fbb04a19f,IRWIN,2024-07-15 04:50,"KRN, WILLOW IC Kern",KRN,STATE,Kern,5.0,"35.0016049538575, -118.33671228391",,,,,,,,,,,,,,,,,
a91de77b-6ac7-4c54-ab15-6d7762edfdfa,IRWIN,2024-07-15 06:00,"SKU, TRUCK IC Siskiyou",SKU,STATE,Siskiyou,3.0,"41.3892582260072, -122.376056693839",,,,,,,,,,,,,,,,,
17dd14d7-4c69-47df-9772-679299eec1e3,IRWIN,2024-07-15 06:05,"RVC, RUBIDOUX BL OFRP  / 30TH ST IC Riverside",RVC,LOCAL,Riverside,6.0,"34.0060948976768, -117.412447042376",,,,,,,,,,,,,,,,,
dc018bb2-3137-4412-86df-3e11ecb52f48,IRWIN,2024-07-15 06:13,"AEU, IONE IC Amador",AEU,STATE,Amador,4.0,"38.3402821028906, -120.917608051678",,,,,,,,,,,,,,,,,
11c5e6c6-69c4-42d4-81c5-ae7ce68f5234,IRWIN,2024-07-15 07:34,"RVC, KAISER RD  DCTR IC Riverside",RVC,LOCAL,Riverside,6.0,"33.7430809778245, -115.400632666944",Dirt / desert,Dawn,,,,,,,,,,,,,,,
ID-2024-07-15T14:36:30Z_0005,NGFS,2024-07-15 07:41,"SHELLY, Siskiyou County, CA",SKU,STATE,Siskiyou,3.0,"41.49184256258379, -122.99153639602041",Other - Enter reason,Dawn,existing fire,,,,,,,,,,,,,,
afe2e256-7446-42c9-ad74-b685cdaea7ac,IRWIN,2024-07-15 08:03,"BUT, RASH IC Butte",BUT,LOCAL,Butte,3.0,"39.7452381436913, -121.886063381593",Urban,Dawn,,,,,,,,,,,,,,,
d837f16a-3f5d-4083-8985-35e9a7357106,IRWIN,2024-07-15 08:44,"NEU, BONANZA WY  ROUGH_READY_FD IC Nevada",NEU,STATE,Nevada,4.0,"39.2404831617179, -121.146257200012","Other non-veg (e.g., vehicle, trash, etc)",Dawn,structure fire,,,,,,,,,,,,,,
ID-2024-07-15T16:26:30Z_0007,NGFS,2024-07-15 09:31,"Tehama County, CA",TGU,LOCAL,Tehama,3.0,"40.18675142447702, -122.17780259537726",,,,,,,,,,,,,,,,,
ID-2024-07-15T16:46:30Z_0028,NGFS,2024-07-15 09:51,"WHITE, Kern County, CA",KRN,STATE,Kern,5.0,"34.95533845380433, -118.5633657227116",Other - Enter reason,CH,existing fire,,,,,,,,,,,,,,
2c06ed57-ca44-4851-981c-a2a22183f222,IRWIN,2024-07-15 10:05,"MMU, FIELDS IC Merced",MMU,STATE,Merced,5.0,"37.5650190699915, -120.42589088355",Nothing on cameras,CH,,,,,,,,,,,,,,,
c8d13bbc-dcb6-4e3f-a582-809d6e681d67,IRWIN,2024-07-15 10:26,"SHU, DERSCH RD / DESCHUTES RD IC Shasta",SHU,STATE,Shasta,3.0,"40.4764551706207, -122.241353537758",Knockdowns,Dawn,,,,,,,,,,,,,,,
feed77f6-7029-4da8-9f0d-f7b1b5589071,IRWIN,2024-07-15 10:28,"HUU, DYERVILLE LOOP RD  FRUITLAND_RIDGE IC Humboldt",HUU,STATE,Humboldt,2.0,"40.2886360265178, -123.802634742255",Nothing on cameras,Dawn,nothing on radio,,,,,,,,,,,,,,
5bb202c0-ab48-4f3a-9395-9991530759f4,IRWIN,2024-07-15 10:46,"MRD, OAK ST  DELHI IC Merced",MRD,LOCAL,Merced,5.0,"37.3970610308177, -120.762855918079","Other non-veg (e.g., vehicle, trash, etc)",CH,,,,,,,,,,,,,,,
ID-2024-07-15T17:46:30Z_0009,NGFS,2024-07-15 10:51,"Yolo County, CA",ESP,LOCAL,Yolo,4.0,"38.7331583989019, -121.98103479024874",Agriculture / farm,Dawn,,,,,,,,,,,,,,,
ID-2024-07-15T17:46:30Z_0012,NGFS,2024-07-15 10:51,"San Bernardino County, CA",CDD,FEDERAL,San Bernardino,6.0,"35.58300385313979, -115.42513667524999",Solar farm,CH,,,,,,,,,,,,,,,
ID-2024-07-15T17:51:30Z_0014,NGFS,2024-07-15 10:56,"Riverside County, CA",CDD,FEDERAL,Riverside,6.0,"33.59703940951897, -114.75314810939331",Solar farm,CH,,,,,,,,,,,,,,,
ID-2024-07-15T17:56:30Z_0046,NGFS,2024-07-15 11:02,"Kern County, CA",KRN,LOCAL,Kern,5.0,"35.70112042328851, -119.6831562778411",Solar farm,CH,,,,,,,,,,,,,,,
5bfc591a-849c-4b3f-b538-e72a5962f904,IRWIN,2024-07-15 11:05,"AEU, GUNPOWDER LN  GREENWOOD IC El Dorado",AEU,STATE,El Dorado,4.0,"38.8886561526725, -120.88178711351",Solar farm,CH,,,,,,,,,,,,,,,
ID-2024-07-15T18:06:30Z_0017,NGFS,2024-07-15 11:11,"Imperial County, CA",,LOCAL,Imperial,6.0,"33.25714037551705, -115.49193983979546",Dirt / desert,CH,,,,,,,,,,,,,,,
ID-2024-07-15T18:11:30Z_0010,NGFS,2024-07-15 11:16,"Sutter County, CA",SBF,LOCAL,Sutter,3.0,"38.89284308906561, -121.78249610600113",Agriculture / farm,Dawn,,,,,,,,,,,,,,,
ID-2024-07-15T18:16:30Z_0014,NGFS,2024-07-15 11:21,"Kern County, CA",KRN,LOCAL,Kern,5.0,"35.62611071391306, -119.66171444890912",Other - Enter reason,CH,existing fire,,,,,,,,,,,,,,
ID-2024-07-15T18:16:30Z_0018,NGFS,2024-07-15 11:21,"Los Angeles County, CA",LAC,LOCAL,Los Angeles,1.0,"34.77914874920608, -118.416390332411",Solar farm,CH,,,,,,,,,,,,,,,
ID-2024-07-15T18:21:30Z_0018,NGFS,2024-07-15 11:26,"Los Angeles County, CA",LAC,LOCAL,Los Angeles,1.0,"34.80056563401634, -118.50869205823501",Solar farm,CH,,,,,,,,,,,,,,,
ID-2024-07-15T18:21:30Z_0020,NGFS,2024-07-15 11:26,"Los Angeles County, CA",LAC,LOCAL,Los Angeles,1.0,"34.722029437794, -118.29668706684538",Solar farm,CH,,,,,,,,,,,,,,,
ID-2024-07-15T18:26:30Z_0013,NGFS,2024-07-15 11:31,"Yolo County, CA",EHF,LOCAL,Yolo,4.0,"38.682284723662576, -121.69610804176394",No potential / nowhere to go,Dawn,,,,,,,,,,,,,,,
ID-2024-07-15T18:26:30Z_0021,NGFS,2024-07-15 11:31,"Los Angeles County, CA",LAC,LOCAL,Los Angeles,1.0,"34.59801592039003, -117.95049650258211",,,,,,,,,,,,,,,,,
ID-2024-07-15T18:26:30Z_0022,NGFS,2024-07-15 11:31,"Riverside County, CA",CDD,FEDERAL,Riverside,6.0,"33.81494336488299, -115.38370467236223",,,,,,,,,,,,,,,,,
ID-2024-07-15T18:31:30Z_0015,NGFS,2024-07-15 11:36,"TROUT, Tulare County, CA",SQF,FEDERAL,Tulare,5.0,"35.979159616747026, -118.31047364259075","Other non-veg (e.g., vehicle, trash, etc)",Dawn,existing fire,,,,,,,,,,,,,,
ID-2024-07-15T18:31:30Z_0019,NGFS,2024-07-15 11:36,"San Luis Obispo County, CA",SLU,STATE,San Luis Obispo,1.0,"35.372824511487025, -120.03441438432398",,,,,,,,,,,,,,,,,
ID-2024-07-15T18:31:30Z_0038,NGFS,2024-07-15 11:37,"Modoc County, CA",NOD,FEDERAL,Modoc,3.0,"41.25488512637609, -120.46274370090482",Nothing on cameras,Dawn,,,,,,,,,,,,,,,
ID-2024-07-15T18:31:30Z_0056,NGFS,2024-07-15 11:37,"BASIN, Fresno County, CA",SNF,FEDERAL,Fresno,5.0,"36.89294373898474, -119.12049256726803",,,,,,,,,,,,,,,,,
81a25dcc-cfe9-4d7f-a43e-01f25cb51196,IRWIN,2024-07-15 11:38,"CLG, MERCED IC Fresno",CLG,LOCAL,Fresno,5.0,"36.136597942394, -120.343753718833",,,,,,,,,,,,,,,,,
ID-2024-07-15T18:41:30Z_0011,NGFS,2024-07-15 11:46,"Sutter County, CA",MDN,LOCAL,Sutter,3.0,"39.06657665376956, -121.78944462856342",Agriculture / farm,Dawn,,,,,,,,,,,,,,,
ID-2024-07-15T18:41:30Z_0015,NGFS,2024-07-15 11:46,"Solano County, CA",LNU,STATE,Solano,2.0,"38.48787225738365, -121.97197969880332",Agriculture / farm,Dawn,,,,,,,,,,,,,,,
4ffebe36-4a1a-44f1-8cdb-1820bee080aa,IRWIN,2024-07-15 11:55,"SKU, JEROME IC Siskiyou",SKU,STATE,Siskiyou,3.0,"41.7602222884561, -121.96826368896",Other - Enter reason,Dawn,alert from 7/14,,,,,,,,,,,,,,
7097412a-1a5c-4f15-b074-ee689ab0c007,IRWIN,2024-07-15 12:18,"ENF, VOTAW IC Amador",ENF,FEDERAL,Amador,4.0,"38.5298381742562, -120.186679958289",Knockdowns,Dawn,,,,,,,,,,,,,,,
15b39690-d919-412e-80b8-f35045522baa,IRWIN,2024-07-15 12:23,"MEU, CAHTO IC Mendocino",MEU,STATE,Mendocino,2.0,"39.6729460066628, -123.513788614831",Knockdowns,Dawn,,,,,,,,,,,,,,,
1e2e7d49-6a48-427e-a0a0-c8e45680dc93,IRWIN,2024-07-15 12:24,"RRU, MINTO IC Riverside",RRU,STATE,Riverside,6.0,"33.6336688826965, -116.905450925222",Nothing on cameras,CH,,,,,,,,,,,,,,,
18775992-5595-4c02-9f46-ac4571d00c31,IRWIN,2024-07-15 12:39,"MEU, EEL RIVER RD  VAN_ARSDALE IC Mendocino",MEU,STATE,Mendocino,2.0,"39.3807190183778, -123.100479515286",Pushed,CH,EEL IC,,,,,,,,,,,,,,
ID-2024-07-15T19:41:30Z_0068,NGFS,2024-07-15 12:47,"Monterey County, CA",,FEDERAL,Monterey,2.0,"35.98103719710293, -121.20139132829779",,Dawn,,,,,,,,,,,,,,,
622ed84b-ef32-4329-b49d-f17161dddf10,IRWIN,2024-07-15 12:47,"SHU, SCHOOL RD  DOUGLASCTY IC Trinity",SHU,STATE,Trinity,3.0,"40.6528851244473, -122.943953669043",Other - Enter reason,Dawn,structure,,,,,,,,,,,,,,
7b36cdb2-83e4-42ee-8566-5e10b5690acd,IRWIN,2024-07-15 12:51,"ENF, MEADOW IC Alpine",ENF,FEDERAL,Alpine,4.0,"38.5881721941383, -119.991345933847",Knockdowns,Dawn,,,,,,,,,,,,,,,
1899697170,PulsePoint,2024-07-15 13:01,"LAC, N SIERRA HWY & 14 FWY, NEWHALL",LAC,STATE,Los Angeles,1.0,"34.33867000000001, -118.50709",Unable to locate (UTL),CH,,,,,,,,,,,,,,,
1899700228,PulsePoint,2024-07-15 13:06,"LFD, 110 NB 14 FWY, Los Angeles",LFD,STATE,Los Angeles,1.0,"34.340427, -118.50632",Unable to locate (UTL),CH,,,,,,,,,,,,,,,
ID-2024-07-15T20:21:30Z_0012,NGFS,2024-07-15 13:26,"Butte County, CA",BUT,LOCAL,Butte,3.0,"39.57782338228609, -121.81216946461862",Agriculture / farm,Dawn,,,,,,,,,,,,,,,
ID-2024-07-15T20:26:30Z_0057,NGFS,2024-07-15 13:31,"Humboldt County, CA",HUU,STATE,Humboldt,2.0,"40.55439614107635, -124.13670698297112",Other - Enter reason,Dawn,at airport,,,,,,,,,,,,,,
ID-2024-07-15T20:41:30Z_0026,NGFS,2024-07-15 13:46,"San Bernardino County, CA",CDD,FEDERAL,San Bernardino,6.0,"34.812731419722525, -116.13726805069338",Solar farm,CH,,,,,,,,,,,,,,,
g16-2024-07-15T20:51:17+00:00,GOES,2024-07-15 13:51,"Processed, Imperial County, 68 MW",IMP,LOCAL,Imperial,6.0,"32.8289, -115.5642",Solar farm,CH,,,,,,,,,,,,,,,
a8080b23-bd0a-4d54-a781-24f9192fc3c2,IRWIN,2024-07-15 13:53,"MRD, CAMPUS PKWY /E OLIVE AV IC Merced",MRD,LOCAL,Merced,5.0,"37.3176300475929, -120.42321885553",Agriculture / farm,CH,,,,,,,,,,,,,,,
ade0c845-94d6-4754-a677-4aa94ebadd80,IRWIN,2024-07-15 14:15,"SKU, QUARTZ IC Siskiyou",SKU,STATE,Siskiyou,3.0,"41.6110251894499, -122.969893817906",,,,,,,,,,,,,,,,,
ID-2024-07-15T21:11:30Z_0021,NGFS,2024-07-15 14:16,"Tulare County, CA",SQF,FEDERAL,Tulare,5.0,"35.81396528771173, -118.18005863627376",,CH,,,,,,,,,,,,,,,
8d923e82-bdec-4c02-a957-e6231fff00d9,IRWIN,2024-07-15 14:22,"ENF, 63B IC El Dorado",ENF,FEDERAL,El Dorado,4.0,"38.9398181680771, -120.738137097223",Knockdowns,Dawn,,,,,,,,,,,,,,,
6130d73f-2a5c-4ce8-95f0-46c1a162ecf1,IRWIN,2024-07-15 14:30,"LUR, Platform 1 IC Stanislaus",LUR,FEDERAL,Stanislaus,4.0,"37.681218514795, -121.19982389849",Other - Enter reason,Dawn,old alert,,,,,,,,,,,,,,
3d9d5b6f-8951-4086-935f-71151f92b581,IRWIN,2024-07-15 14:34,"MDF, POINT IC Modoc",MDF,FEDERAL,Modoc,3.0,"41.7975053440862, -121.369013601126",Pushed,Dawn,,,,,,,,,,,,,,,
15073540-7679-4d13-b9a2-3e6501631709,IRWIN,2024-07-15 14:43,"PRA, NEWLAND RD  PRA IC Butte",PRA,LOCAL,Butte,3.0,"39.7486591671269, -121.598461337707",,,,,,,,,,,,,,,,,
9d2a3911-c72e-4214-b0af-00efbd560dac,IRWIN,2024-07-15 14:45,"MTF, PARADISE IC Siskiyou",MTF,LOCAL,Siskiyou,3.0,"41.7879432418683, -122.516420777438",Pushed,CH,Paradise IC,,,,,,,,,,,,,,
1899797402,PulsePoint,2024-07-15 14:50,"LAC, N ROSEMEAD BLVD & SAN GABRIEL BLVD, WHITTIER",LAC,LOCAL,Los Angeles,1.0,"34.03823, -118.06417",Knockdowns,CH,,,,,,,,,,,,,,,
54140530-86a2-480c-8d27-2c241b1462dd,IRWIN,2024-07-15 14:55,"LNP, P-1 IC Shasta",LNP,FEDERAL,Shasta,3.0,"40.4751652334428, -121.487129421289",Pushed,CH,Lightning P1/P2 IC,,,,,,,,,,,,,,
fc0e302e-b2a2-4617-aef9-70f588e38fbe,IRWIN,2024-07-15 14:55,"LUR, Platform 2 IC Stanislaus",LUR,FEDERAL,Stanislaus,4.0,"37.6812938764079, -121.177567915038",,,,,,,,,,,,,,,,,
7f79fe76-5a73-4787-936d-3917859bec35,IRWIN,2024-07-15 14:56,"AFV, NIGHT CALLs IC Santa Barbara",AFV,FEDERAL,Santa Barbara,1.0,"34.7272047932906, -120.533012616452",,,,,,,,,,,,,,,,,
5167c9bf-0e0d-4aef-af50-5085e8ed4fa0,IRWIN,2024-07-15 14:58,"CMS, CALIMESA IC Riverside",CMS,LOCAL,Riverside,6.0,"33.9684609145793, -117.033592973981",,,,,,,,,,,,,,,,,
c212ee53-890c-4cdd-a20a-253458fef781,IRWIN,2024-07-15 15:00,"LNP, P-2 IC Shasta",LNP,FEDERAL,Shasta,3.0,"40.5216922382144, -121.473298425781",,,,,,,,,,,,,,,,,
2515259d-ff1d-497a-a3f6-6ebf2c053dee,IRWIN,2024-07-15 15:02,"BDU, 18 IC San Bernardino",BDU,STATE,San Bernardino,6.0,"34.3700629827219, -116.650756940143",,,,,,,,,,,,,,,,,
3605ec65-fae5-4557-8f2a-28dc48dd2686,IRWIN,2024-07-15 15:13,"AEU, COOK RANCH RD  SUTTER_CREEK_UNINCORPORATED IC Amador",AEU,STATE,Amador,4.0,"38.4400271227818, -120.767427040046",No potential / nowhere to go,Chase,generator plus 10x10 spot with little potential ,,,,,,,,,,,,,,
e1ac6a9b-0180-4af0-ab89-08e553d3a640,IRWIN,2024-07-15 15:15,"GNZ, LIME IC Monterey",GNZ,LOCAL,Monterey,2.0,"36.5213958995666, -121.52120594166",Pushed,Dawn,"Dawn pushed, Chase updated log",,,,,,,,,,,,,,
ID-2024-07-15T22:11:30Z_0025,NGFS,2024-07-15 15:16,"Kern County, CA",KRN,STATE,Kern,5.0,"35.687703249205384, -118.36274742572732",Fusion Center Instruction,CH,,,,,,,,,,,,,,,
2c041e1b-3ca2-435f-a07f-02df08b0b1e1,IRWIN,2024-07-15 15:21,"SLU, BOOKER IC San Luis Obispo",SLU,STATE,San Luis Obispo,1.0,"35.5572458604021, -120.755334727261",,,,,,,,,,,,,,,,,
b192725b-4f74-46b4-aec4-20395d9f2eb3,IRWIN,2024-07-15 15:35,"SHU, JOLLY IC Shasta",SHU,STATE,Shasta,3.0,"40.4777741617579, -122.348493554231",Pushed,Chase ,,,,,,,,,,,,,,,
ID-2024-07-15T22:31:30Z_0068,NGFS,2024-07-15 15:37,"Kings County, CA",KRN,LOCAL,Kern,5.0,"35.785202440285936, -119.79385531470761",Pushed,CH,FIVE IC,,,,,,,,,,,,,,
ID-2024-07-15T22:41:30Z_0016,NGFS,2024-07-15 15:46,"POINT, Modoc County, CA",MDF,FEDERAL,Modoc,3.0,"41.775007085665926, -121.34978708891362",,,,,,,,,,,,,,,,,
0e7b6756-929c-428d-a8c4-ba261e945a30,IRWIN,2024-07-15 15:50,"AEU, EMERALD IC El Dorado",AEU,STATE,El Dorado,4.0,"38.968172219663, -120.098795998371",Nothing on cameras,Chase,was somewhat old alert aswell,,,,,,,,,,,,,,
89f5d100-5a1f-4708-a823-a6ac70ccbb0a,IRWIN,2024-07-15 15:58,"FKU, CENTRAL IC Fresno",FKU,LOCAL,Fresno,5.0,"36.6779950315055, -119.785812684656",Agriculture / farm,CH,,,,,,,,,,,,,,,
ID-2024-07-15T22:56:30Z_0018,NGFS,2024-07-15 16:01,"Trinity County, CA",SHF,FEDERAL,Trinity,3.0,"41.107044550041344, -122.7468672936496",,,,,,,,,,,,,,,,,
ce801280-25a9-4339-a29f-64835e005170,IRWIN,2024-07-15 16:08,"TIA, 130 IC Tulare",TIA,FEDERAL,Tulare,5.0,"36.0242220315487, -118.805229457816",,,,,,,,,,,,,,,,,
721eeb0d-0640-4cda-bd33-a88ebfd67969,IRWIN,2024-07-15 16:10,"LNP, P-3 IC Shasta",LNP,FEDERAL,Shasta,3.0,"40.5188382406707, -121.441180420353",,,,,,,,,,,,,,,,,
324c39e6-ef24-4ea7-8e97-ad43349c66ce,IRWIN,2024-07-15 16:10,"LNP, P-4 IC Shasta",LNP,FEDERAL,Shasta,3.0,"40.5180052406198, -121.441013420207",Pushed,Dawn,"Dawn pushed, Chase updated log",,,,,,,,,,,,,,
689cf980-eb49-4ceb-8362-f6103577f0de,IRWIN,2024-07-15 16:10,"LNP, P-5 IC Shasta",LNP,FEDERAL,Shasta,3.0,"40.5496722431957, -121.439680424537",Pushed,Dawn,"Dawn pushed, Chase updated log",,,,,,,,,,,,,,
{5F269BE5-199B-4D8D-8E33-D3FF85E7ACB0},Intterra FIRIS,2024-07-15 16:26,GP2 jlblock_firis jlblock_firis,KRN,LOCAL,Kern,5.0,"35.63994519778372, -119.66036839122432",,,,,,,,,,,,,,,,,
08c2f465-6f2a-48c9-ba73-b69abfa66b94,IRWIN,2024-07-15 16:30,"TUU, AVENUE 376  / ROAD 194 IC Tulare",TUU,STATE,Tulare,5.0,"36.471634054711, -119.13921155781",,,,,,,,,,,,,,,,,
g16-2024-07-15T23:31:17+00:00,GOES,2024-07-15 16:31,"Processed, Tulare County, 1169 MW",SQF,FEDERAL,Tulare,5.0,"35.9848, -118.3024",,,,,,,,,,,,,,,,,
d106709e-b2b8-453e-89ed-26f7f133c4ec,IRWIN,2024-07-15 16:37,"RRU, LAFAYETTE IC Riverside",RRU,STATE,Riverside,6.0,"33.4454748757773, -116.622829861405",Knockdowns,Jess,,,,,,,,,,,,,,,
60bfd61a-6e73-4ea5-9cfd-4f04fb53a0ca,IRWIN,2024-07-15 17:02,"SQF, LONG IC Tulare",SQF,FEDERAL,Tulare,5.0,"35.8300050518304, -118.17534533345",,,,,,,,,,,,,,,,,
1899928122,PulsePoint,2024-07-15 17:15,"LFD, 10592 W DUNLEER DR, Los Angeles",LFD,LOCAL,Los Angeles,1.0,"34.033373, -118.41576",Urban,Jess,,,,,,,,,,,,,,,
23f8f0e8-e87a-43fd-920c-c51314847321,IRWIN,2024-07-15 17:16,"ORO, MYERS IC Butte",ORO,LOCAL,Butte,3.0,"39.5109721516472, -121.554030299016",,,,,,,,,,,,,,,,,
{8FD1FA53-026C-4D4A-AB89-21F9E8BA90CD},Intterra FIRIS,2024-07-15 17:19,347acres CA-KRN-FIVE-N43U_071620240001Z PERIM,KRN,LOCAL,Kern,5.0,"35.76898277716897, -119.78203482579582",,plane,,,,,,,,,,,,,,,
432033c9-178c-40c2-b951-52822940ac82,IRWIN,2024-07-15 17:30,"SHF, Horse IC Trinity",SHF,FEDERAL,Trinity,3.0,"40.2669470716742, -123.243098657744",Other - Enter reason,Chase,1/4 acre per WD,,,,,,,,,,,,,,
85f079dc-1f09-418d-8ed0-0a3c166ebe23,IRWIN,2024-07-15 17:34,"TMU, GRASS IC El Dorado",TMU,FEDERAL,El Dorado,4.0,"38.7880822153662, -119.946512951178",Nothing on cameras,Chase,nothing on radio either,,,,,,,,,,,,,,
52df5baf-cf03-4d0b-b2d2-fa44f895b752,IRWIN,2024-07-15 17:44,"TCU, MORRISON IC Stanislaus",TCU,STATE,Stanislaus,4.0,"37.8098530709187, -120.719143957937",Fusion Center Instruction,Chase,skipped,,,,,,,,,,,,,,
0ff9c5f0-3872-4f81-a5ee-0943ed86d85e,IRWIN,2024-07-15 17:47,"HUU, SRA7 IC Humboldt",HUU,STATE,Humboldt,2.0,"40.8362720709711, -123.722264810357",Other - Enter reason,,,,,,,,,,,,,,,,
432cacdd-6c32-49ca-a413-438b0f801ff9,IRWIN,2024-07-15 17:49,"FKU, SHAW IC Fresno",FKU,LOCAL,Fresno,5.0,"36.8162950555645, -119.627550673484",Other - Enter reason,,old,,,,,,,,,,,,,,
66b9f4f0-1bb5-4532-b4ab-6ca3939eb7fb,IRWIN,2024-07-15 17:57,"STF, AKERSON IC Tuolumne",STF,FEDERAL,Tuolumne,4.0,"37.8483551386425, -119.8317628203",,,,,,,,,,,,,,,,,
bb9142f4-470d-4dd8-844e-0e5fd52303ba,IRWIN,2024-07-15 18:00,"SRF, Mosquito IC Humboldt",SRF,FEDERAL,Humboldt,2.0,"40.7529050735002, -123.626013784041",,,,,,,,,,,,,,,,,
g16-2024-07-16T01:01:17+00:00,GOES,2024-07-15 18:01,"Processed, Tulare County, 137 MW",SQF,FEDERAL,Tulare,5.0,"35.8253, -118.2067",,,,,,,,,,,,,,,,,
7bf5378d-8f74-4894-8dc3-53fd9ac726f9,IRWIN,2024-07-15 18:02,"SHF, Hennessey IC Trinity",SHF,FEDERAL,Trinity,3.0,"40.7936620855386, -123.517915774318",Other - Enter reason,,light radio traffic,,,,,,,,,,,,,,
3f08fe68-5806-435d-8856-db670d41626c,IRWIN,2024-07-15 18:04,"SRF, Water Dog IC Humboldt",SRF,FEDERAL,Humboldt,2.0,"41.1060051106698, -123.475013814802",Other - Enter reason,Chase,single tree per WD,,,,,,,,,,,,,,
2f22aa4f-7e1f-4016-8506-01e1f9febdff,IRWIN,2024-07-15 18:05,"LNF, L-1 IC Plumas",LNF,FEDERAL,Plumas,3.0,"40.1820052251365, -121.30868035202",Nothing on radio,Jess,,,,,,,,,,,,,,,
f24f3051-859d-4e7a-895d-5894e19665b8,IRWIN,2024-07-15 18:09,"NV-HTF, Picketts IC Alpine",NV-HTF,FEDERAL,Alpine,4.0,"38.7801722196988, -119.880179939414",Nothing on cameras,Jess,,,,,,,,,,,,,,,
5042d8d1-e7f8-4a51-8114-0f50ef28dc3e,IRWIN,2024-07-15 18:15,"AEU, MURRIETA IC Sacramento",AEU,STATE,Sacramento,4.0,"38.4896811020222, -121.100519098475",Knockdowns,Jess,,,,,,,,,,,,,,,
9c3238d0-1dab-444a-a5b7-b6a641db764d,IRWIN,2024-07-15 18:20,"BDC, VEG/JC/83A IC San Bernardino",BDC,LOCAL,San Bernardino,6.0,"34.4839169751152, -117.009792012364",,,,,,,,,,,,,,,,,
a6911039-0be5-49f3-b137-7ca3a6f3620e,IRWIN,2024-07-15 18:25,"KNF, BLUE IC Siskiyou",KNF,FEDERAL,Siskiyou,3.0,"41.7754371794887, -123.208178879363",Pushed,Chase,,,,,,,,,,,,,,,
